subdomain,parent_domain,http_status
11denoviembre.gob.ec,gob.ec,"200"
15d01.mspz2.gob.ec,gob.ec,"Connection timed out after 3001 milliseconds"
18d02.mspz3.gob.ec,gob.ec,"200"
5dejunio.gob.ec,gob.ec,"200"
abaddon.cne.gob.ec,gob.ec,"Could not resolve host: abaddon.cne.gob.ec"
accesoremoto.finanzas.gob.ec,gob.ec,"Resolving timed out after 3000 milliseconds"
access.contraloria.gob.ec,gob.ec,"SSL: no alternative certificate subject name matches target hostname 'access.contraloria.gob.ec'"
access.senplades.gob.ec,gob.ec,"Could not resolve host: access.senplades.gob.ec"
act.atm.gob.ec,gob.ec,"200"
admin.educacion.gob.ec,gob.ec,"Could not resolve host: admin.educacion.gob.ec"
admin.mintel.gob.ec,gob.ec,"Could not resolve host: admin.mintel.gob.ec"
administracionpublica.gob.ec,gob.ec,"SSL: no alternative certificate subject name matches target hostname 'administracionpublica.gob.ec'"
adminwebex.cnt.gob.ec,gob.ec,"Could not resolve host: adminwebex.cnt.gob.ec"
adpm.gob.ec,gob.ec,"Could not resolve host: adpm.gob.ec"
ads.contactociudadano.gob.ec,gob.ec,"302"
adserver.contactociudadano.gob.ec,gob.ec,"Could not resolve host: adserver.contactociudadano.gob.ec"
aduana.gob.ec,gob.ec,"Could not resolve host: aduana.gob.ec"
agadpri.gob.ec,gob.ec,"Could not resolve host: agadpri.gob.ec"
agopruc.gob.ec,gob.ec,"Could not resolve host: agopruc.gob.ec"
agricultura.gob.ec,gob.ec,"Could not resolve host: agricultura.gob.ec"
agrocalidad.gob.ec,gob.ec,"Could not resolve host: agrocalidad.gob.ec"
agua.gob.ec,gob.ec,"Could not resolve host: agua.gob.ec"
aguaquito.gob.ec,gob.ec,"Could not resolve host: aguaquito.gob.ec"
aguarico.gob.ec,gob.ec,"200"
aguasdelchuno.gob.ec,gob.ec,"500"
aguasmachala.gob.ec,gob.ec,"Could not resolve host: aguasmachala.gob.ec"
ajholguin.gob.ec,gob.ec,"Could not resolve host: ajholguin.gob.ec"
alaquez.gob.ec,gob.ec,"301"
alausi.gob.ec,gob.ec,"200"
aloag.gob.ec,gob.ec,"Could not resolve host: aloag.gob.ec"
aloag.guangopolo.gob.ec,gob.ec,"Could not resolve host: aloag.guangopolo.gob.ec"
altorendimiento.gob.ec,gob.ec,"Could not resolve host: altorendimiento.gob.ec"
amaguania.gob.ec,gob.ec,"Could not resolve host: amaguania.gob.ec"
amaluzaazuay.gob.ec,gob.ec,"Could not resolve host: amaluzaazuay.gob.ec"
amarillos.gob.ec,gob.ec,"Could not resolve host: amarillos.gob.ec"
ambato.gob.ec,gob.ec,"200"
ambiente.gob.ec,gob.ec,"SSL certificate problem: certificate has expired"
ame.gob.ec,gob.ec,"Could not resolve host: ame.gob.ec"
ameguayas.gob.ec,gob.ec,"Could not resolve host: ameguayas.gob.ec"
amevirtual.gob.ec,gob.ec,"200"
anchayacu.gob.ec,gob.ec,"Could not resolve host: anchayacu.gob.ec"
angamarca.gob.ec,gob.ec,"Could not resolve host: angamarca.gob.ec"
aplicaciones.administracionpublica.gob.ec,gob.ec,"Could not resolve host: aplicaciones.administracionpublica.gob.ec"
aplicaciones.cnt.gob.ec,gob.ec,"Connection timed out after 3000 milliseconds"
aplicaciones.saludzona5.gob.ec,gob.ec,"Could not resolve host: aplicaciones.saludzona5.gob.ec"
aplicacionesweb.epmmop.gob.ec,gob.ec,"Connection timed out after 3002 milliseconds"
app.cne.gob.ec,gob.ec,"Could not resolve host: app.cne.gob.ec"
app.iess.gob.ec,gob.ec,"Could not resolve host: app.iess.gob.ec"
app.registrocivil.gob.ec,gob.ec,"Could not resolve host: app.registrocivil.gob.ec"
app1.registrocivil.gob.ec,gob.ec,"Could not resolve host: app1.registrocivil.gob.ec"
app2.cne.gob.ec,gob.ec,"Could not resolve host: app2.cne.gob.ec"
app3.cne.gob.ec,gob.ec,"Could not resolve host: app3.cne.gob.ec"
aprim.gob.ec,gob.ec,"Could not resolve host: aprim.gob.ec"
archidona.epemapar.gob.ec,gob.ec,"Could not resolve host: archidona.epemapar.gob.ec"
archidona.gob.ec,gob.ec,"Could not resolve host: archidona.gob.ec"
arosemenatola.gob.ec,gob.ec,"403"
artesanal.viceministerioap.gob.ec,gob.ec,"Could not resolve host: artesanal.viceministerioap.gob.ec"
asa.gob.ec,gob.ec,"Could not resolve host: asa.gob.ec"
asesorvirtual.sercop.gob.ec,gob.ec,"SSL certificate problem: unable to get local issuer certificate"
asfaltarep.gob.ec,gob.ec,"Could not resolve host: asfaltarep.gob.ec"
asogoparna.conjupas.gob.ec,gob.ec,"Resolving timed out after 3000 milliseconds"
asogoparna.gob.ec,gob.ec,"Resolving timed out after 3000 milliseconds"
asogoparza-ch.gob.ec,gob.ec,"Could not resolve host: asogoparza-ch.gob.ec"
atahualpahabaspamba.gob.ec,gob.ec,"Could not resolve host: atahualpahabaspamba.gob.ec"
atencionciudadana.carchi.gob.ec,gob.ec,"200"
