type,label,website,hostname,level
ministry,Ministry of Labour and Pension System (Croatia),http://www.mrms.hr/,mrms.hr,
ministry,Ministry of Economy,http://www.mingo.hr,mingo.hr,
ministry,Ministry of Environmental and Nature Protection,https://www.mzoip.hr/,mzoip.hr,
ministry,Ministry of the Interior of Croatia,http://www.mup.hr,mup.hr,
ministry,Ministry of Tourism and Sports,http://www.mint.hr/,mint.hr,
ministry,Ministry of Regional Development and EU Funds,http://www.mrrfeu.hr/,mrrfeu.hr,
ministry,"Ministry of Maritime Affairs, Transport and Infrastructure",http://www.mmpi.hr,mmpi.hr,
ministry,Ministry of Finance of the Republic of Croatia,http://www.minfin.hr/,minfin.hr,
ministry,Ministry of Science and Education,http://www.public.mzos.hr/,public.mzos.hr,
ministry,Ministry of Construction and Spatial Planning,http://www.mgipu.hr/,mgipu.hr,
ministry,Ministry of Construction and Spatial Planning,http://www.mgipu.hr/default.aspx?id=3967,mgipu.hr,
ministry,Ministry of Defence,http://www.morh.hr,morh.hr,
ministry,Ministry of Public Administration,http://www.uprava.hr/,uprava.hr,
ministry,Ministry of Agriculture of Croatia,http://www.mps.hr/,mps.hr,
parliament,Parliament of Croatia,http://www.sabor.hr,sabor.hr,
constitutional_court,Croatian Capuchin Province of St. Leopold Bogdan Mandić,https://kapucini.hr/,kapucini.hr,
constitutional_court,Croatian province of the Society of Jesus,https://www.isusovci.hr/,isusovci.hr,
constitutional_court,Franciscan Province of the Most Holy Redeemer,http://www.franjevci-split.hr/,franjevci-split.hr,
constitutional_court,Franciscan Province of St. Jerome,http://www.ofm-sv-jeronim.hr/,ofm-sv-jeronim.hr,
constitutional_court,Croatian Franciscan Province of Saints Cyril and Methodius,http://www.ofm.hr/,ofm.hr,
constitutional_court,Croatian Dominican Province,https://www.dominikanci.hr/,dominikanci.hr,
constitutional_court,Franciscan Province of the Most Holy Redeemer,https://www.franjevci-split.hr/,franjevci-split.hr,
supreme_court,Parliament of Croatia,http://www.sabor.hr,sabor.hr,
