type,label,website,hostname,level
constitutional_court,University Chest,http://www.admin.ox.ac.uk/finance/aboutus/history/,admin.ox.ac.uk,
supreme_court,States of Alderney,http://www.alderney.gov.gg/,alderney.gov.gg,local
parliament,States of Alderney,http://www.alderney.gov.gg/,alderney.gov.gg,local
parliament,Argyll and Bute Council,https://www.argyll-bute.gov.uk,argyll-bute.gov.uk,local
parliament,"Armagh City, Banbridge and Craigavon Borough Council",https://www.armaghbanbridgecraigavon.gov.uk/,armaghbanbridgecraigavon.gov.uk,local
constitutional_court,City of London Corporation,https://www.cityoflondon.gov.uk/,cityoflondon.gov.uk,local
ministry,Crown Prosecution Service,https://www.cps.gov.uk/,cps.gov.uk,
parliament,Cumberland Council,https://www.cumberland.gov.uk/,cumberland.gov.uk,local
ministry,Office for National Statistics,https://cy.ons.gov.uk/,cy.ons.gov.uk,
parliament,Derry City and Strabane District Council,https://www.derrystrabane.com/,derrystrabane.com,local
constitutional_court,Government of the Falkland Islands,https://www.falklands.gov.fk/,falklands.gov.fk,local
ministry,Food Standards Agency,https://www.food.gov.uk/,food.gov.uk,
parliament,Parliament of the Cayman Islands,http://www.gov.ky,gov.ky,local
supreme_court,Parliament of the Cayman Islands,http://www.gov.ky,gov.ky,local
constitutional_court,Scottish Government,https://www.gov.scot,gov.scot,central-1
ministry,Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice,gov.uk,
ministry,Department for Business and Trade,https://www.gov.uk/government/organisations/department-for-business-and-trade,gov.uk,
ministry,Ofsted,https://www.gov.uk/government/organisations/ofsted,gov.uk,
ministry,"Foreign, Commonwealth and Development Office",https://www.gov.uk/government/organisations/foreign-commonwealth-development-office,gov.uk,
ministry,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office,gov.uk,
ministry,Department for Education,https://www.gov.uk/government/organisations/department-for-education,gov.uk,
ministry,Home Office,https://www.gov.uk/home-office,gov.uk,
ministry,UK Export Finance,https://www.gov.uk/government/organisations/uk-export-finance,gov.uk,
ministry,"Department for Environment, Food and Rural Affairs",http://www.gov.uk/defra,gov.uk,
ministry,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions,gov.uk,
ministry,HM Revenue and Customs,https://www.gov.uk/government/organisations/hm-revenue-customs,gov.uk,
ministry,Department for Transport,https://www.gov.uk/dft,gov.uk,
ministry,Office of the Advocate General for Scotland,https://www.gov.uk/government/organisations/office-of-the-advocate-general-for-scotland,gov.uk,
ministry,"Department for Culture, Media and Sport",https://www.gov.uk/dcms,gov.uk,
ministry,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office,gov.uk,
ministry,Government Legal Department,http://www.gov.uk/gld,gov.uk,
ministry,Wales Office,https://www.gov.uk/government/organisations/wales-office,gov.uk,
ministry,Office of Qualifications and Examinations Regulation,https://www.gov.uk/ofqual,gov.uk,
ministry,Competition and Markets Authority,https://gov.uk/cma,gov.uk,
ministry,Attorney General's Office,http://www.gov.uk/ago,gov.uk,
ministry,HM Treasury,https://gov.uk/hm-treasury,gov.uk,
ministry,Ministry of Defence,https://gov.uk/mod,gov.uk,
ministry,Office of the Leader of the House of Lords,https://gov.uk/leader-lords,gov.uk,
ministry,Department of Health and Social Care,https://www.gov.uk/government/organisations/department-of-health-and-social-care,gov.uk,
ministry,Government Actuary's Department,https://gov.uk/gad,gov.uk,
ministry,Department for Energy Security and Net Zero,https://www.gov.uk/government/organisations/department-for-energy-security-and-net-zero,gov.uk,
ministry,Scotland Office,https://www.gov.uk/government/organisations/scotland-office,gov.uk,
ministry,Office of the Leader of the House of Commons,https://www.gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons,gov.uk,
ministry,"Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,gov.uk,
constitutional_court,Welsh Government,https://gov.wales,gov.wales,central-1
parliament,High Peak Borough Council,https://www.highpeak.gov.uk,highpeak.gov.uk,local
constitutional_court,Laugharne Corporation,http://www.laugharnecorporation.co.uk/,laugharnecorporation.co.uk,local
parliament,council of Leeds City Council,https://www.leeds.gov.uk/your-council/councillors-and-democracy/councillors-and-committees,leeds.gov.uk,local
parliament,Lisburn and Castlereagh City Council,https://www.lisburncastlereagh.gov.uk,lisburncastlereagh.gov.uk,local
parliament,Lisburn and Castlereagh,http://lisburncastlereagh.gov.uk/,lisburncastlereagh.gov.uk,
parliament,Liverpool City Region Combined Authority,https://www.liverpoolcityregion-ca.gov.uk,liverpoolcityregion-ca.gov.uk,
constitutional_court,Welsh Government,https://llyw.cymru,llyw.cymru,central-1
parliament,London Assembly,http://www.london.gov.uk/mayor-assembly/london-assembly,london.gov.uk,local
supreme_court,London Assembly,http://www.london.gov.uk/mayor-assembly/london-assembly,london.gov.uk,local
parliament,Mid and East Antrim Borough Council,https://www.midandeastantrim.gov.uk/,midandeastantrim.gov.uk,local
ministry,UK National Archives,https://nationalarchives.gov.uk/,nationalarchives.gov.uk,
ministry,National Crime Agency,https://nationalcrimeagency.gov.uk/,nationalcrimeagency.gov.uk,
parliament,"Newry, Mourne and Down District Council",https://www.newrymournedown.org/,newrymournedown.org,local
parliament,Northern Ireland Assembly,http://www.niassembly.gov.uk,niassembly.gov.uk,central-1
supreme_court,Northern Ireland Assembly,http://www.niassembly.gov.uk,niassembly.gov.uk,central-1
parliament,Northampton Town Council,https://www.northamptontowncouncil.gov.uk/,northamptontowncouncil.gov.uk,local
constitutional_court,Northern Ireland Executive,http://www.northernireland.gov.uk/,northernireland.gov.uk,central-1
ministry,National Savings and Investments,https://nsandi.com/,nsandi.com,
ministry,Ofgem,https://ofgem.gov.uk/,ofgem.gov.uk,
ministry,Water Services Regulation Authority,https://ofwat.gov.uk/,ofwat.gov.uk,
ministry,Office for National Statistics,https://www.ons.gov.uk/,ons.gov.uk,
ministry,British Ordnance Survey,https://www.ordnancesurvey.co.uk/,ordnancesurvey.co.uk,
